_id,Facility ID,Location ID,Facility Type (Display Name),Permit,FacilityType,Facility Rating,Asset Name
3684,103209,573,Bottle Filling Station,None,Water Bottle Filling Count,None,WHITE HAVEN PARK - Drinking Water Source
3685,17985,574,Ball Diamond,sport,Baseball Diamond Field - C,C,GARY HOLMES SOFTBALL DIAMOND
3686,18228,574,Sport Field,sport,Soccer Field - C,C,WICKSON TRAIL PARK - Soccer Field (  1)
3687,18229,574,Sport Field,sport,Soccer Field - C,C,WICKSON TRAIL PARK - Soccer Field (  2)
3688,18230,574,Sport Field,sport,Soccer Field - C,C,WICKSON TRAIL PARK - Soccer Field (  3)
3689,18231,574,Sport Field,sport,Soccer Field - C,C,WICKSON TRAIL PARK - Soccer Field (  4)
3690,24375,574,Bike Trail,None,Bike Trail,None,WICKSON TRAIL PARK TRAIL (  1)
3691,24376,574,Bike Trail,None,Bike Trail,None,WICKSON TRAIL PARK TRAIL ( 10)
3692,24377,574,Bike Trail,None,Bike Trail,None,WICKSON TRAIL PARK TRAIL ( 11)
3693,24378,574,Bike Trail,None,Bike Trail,None,WICKSON TRAIL PARK TRAIL ( 12)
3694,24379,574,Bike Trail,None,Bike Trail,None,WICKSON TRAIL PARK TRAIL (  2)
3695,24380,574,Bike Trail,None,Bike Trail,None,WICKSON TRAIL PARK TRAIL (  3)
3696,24381,574,Bike Trail,None,Bike Trail,None,WICKSON TRAIL PARK TRAIL (  4)
3697,24382,574,Bike Trail,None,Bike Trail,None,WICKSON TRAIL PARK TRAIL (  5)
3698,24383,574,Bike Trail,None,Bike Trail,None,WICKSON TRAIL PARK TRAIL (  6)
3699,24384,574,Bike Trail,None,Bike Trail,None,WICKSON TRAIL PARK TRAIL (  7)
3700,24385,574,Bike Trail,None,Bike Trail,None,WICKSON TRAIL PARK TRAIL (  8)
3701,24386,574,Bike Trail,None,Bike Trail,None,WICKSON TRAIL PARK TRAIL (  9)
3702,34141,574,Playground,None,Playground Site,None,WICKSON TRAIL PARK - Playground
3703,4525,575,Outdoor Pool,pool,Outdoor Pool Tank - C,C,DRIFTWOOD COMMUNITY RECREATION CENTRE - Outdoor Pool Tank
3704,29805,575,Kitchen,room,Kitchen - B,B,DRIFTWOOD COMMUNITY RECREATION CENTRE - Kitchen
3705,30185,575,Dressing Room,None,Change Room,None,DRIFTWOOD COMMUNITY RECREATION CENTRE - Dressing Room - Female
3706,30187,575,Dressing Room,None,Change Room,None,DRIFTWOOD COMMUNITY RECREATION CENTRE - Dressing Room - Male
3707,41309,575,Gymnasium,gym,Gymnasium - A,A,DRIFTWOOD COMMUNITY RECREATION CENTRE - Gymnasium
3708,47972,575,Multipurpose Room,room,Room - C,C,DRIFTWOOD COMMUNITY RECREATION CENTRE - Multipurpose Room (  1)
3709,47973,575,Enhanced Youth Space,None,Room - C,C,DRIFTWOOD COMMUNITY RECREATION CENTRE - Enhanced Youth Space
3710,47974,575,Multipurpose Room,room,Room - C,C,DRIFTWOOD COMMUNITY RECREATION CENTRE - Multipurpose Room (  3)
3711,47975,575,Multipurpose Room,room,Room - C,C,DRIFTWOOD COMMUNITY RECREATION CENTRE - Multipurpose Room (  4)
3712,47976,575,Multipurpose Room,room,Room - C,C,DRIFTWOOD COMMUNITY RECREATION CENTRE - Multipurpose Room (  5)
3713,48198,575,Multipurpose Room,room,Room - C,C,DRIFTWOOD COMMUNITY RECREATION CENTRE - Multipurpose Room (  6)
3714,48199,575,Multipurpose Room,room,Room - C,C,DRIFTWOOD COMMUNITY RECREATION CENTRE - Multipurpose Room (  7)
3715,96203,575,Weight/Cardio Room,None,Room-Fitness/Weight,None,DRIFTWOOD COMMUNITY RECREATION CENTRE - Weight Room
3716,849441,575,Recording Studio,None,Room,None,DRIFTWOOD COMMUNITY RECREATION CENTRE - Recording Studio
3717,2390,576,Drinking Fountain,None,Drinking Fountain Count,None,CORVETTE PARK - Drinking Water Source
3718,4644,576,Splash Pad,None,Splash/Spray Pad,None,CORVETTE PARK - Splash/Spray Pad
3719,18143,576,Ball Diamond,sport,Baseball Diamond Field - C,C,CORVETTE PARK - Baseball Diamond Field (  1)
3720,18144,576,Ball Diamond,sport,Baseball Diamond Field - C,C,CORVETTE PARK - Baseball Diamond Field (  2)
3721,18145,576,Ball Diamond,sport,Baseball Diamond Field - C,C,CORVETTE PARK - Baseball Diamond Field (  3)
3722,29347,576,Washroom Facility,None,Washroom Building,None,CORVETTE PARK - Washroom Building
3723,34432,576,Playground,None,Playground Site,None,CORVETTE PARK - Playground
3724,3480,578,Outdoor Tennis Court,None,Outdoor Tennis Court,None,BRIDLEWOOD PARK - Outdoor Tennis Court (  1)
3725,3481,578,Outdoor Tennis Court,None,Outdoor Tennis Court,None,BRIDLEWOOD PARK - Outdoor Tennis Court (  2)
3726,3482,578,Outdoor Tennis Court,None,Outdoor Tennis Court,None,BRIDLEWOOD PARK - Outdoor Tennis Court (  3)
3727,4787,578,Splash Pad,None,Splash/Spray Pad,None,BRIDLEWOOD PARK - Splash/Spray Pad
3728,17691,578,Ball Diamond,sport,Baseball Diamond Field - C,C,BRIDLEWOOD PARK - Baseball Diamond Field
3729,29309,578,Fieldhouse,None,Fieldhouse,None,BRIDLEWOOD PARK - Fieldhouse
3730,29309,578,Washroom Facility,None,Washroom Building,None,BRIDLEWOOD PARK - Fieldhouse
3731,34360,578,Playground,None,Playground Site,None,BRIDLEWOOD PARK - Playground S
3732,42732,578,Playground,None,Playground Site,None,BRIDLEWOOD PARK - Playground N
3733,103284,578,Drinking Fountain,None,Drinking Fountain Count,None,BRIDLEWOOD PARK - Drinking Water Source
3734,34362,580,Playground,None,Playground Site,None,BRIMLEY WOODS - Playground
3735,79429,580,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,BRIMLEY WOODS - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  1)
3736,79430,580,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,BRIMLEY WOODS - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  2)
3737,79431,580,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,BRIMLEY WOODS - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  3)
3738,79432,580,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,BRIMLEY WOODS - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  4)
3739,79433,580,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,BRIMLEY WOODS - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  5)
3740,79434,580,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,BRIMLEY WOODS - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  6)
3741,79435,580,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,BRIMLEY WOODS - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  7)
3742,79436,580,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,BRIMLEY WOODS - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  8)
3743,79437,580,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,BRIMLEY WOODS - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  9)
3744,79438,580,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,BRIMLEY WOODS - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment ( 10)
3745,101881,580,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,BRIMLEY WOODS - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment ( 11)
3746,17325,582,Indoor Rink,ice,Indoor Ice Pad - A,A,ANGELA JAMES ARENA - Indoor Ice Pad
3747,29766,582,Kitchen,room,Kitchen,None,ANGELA JAMES ARENA - Kitchen
3748,32532,582,Parking Lot,None,Outdoor Parking Lot,None,ANGELA JAMES ARENA - Parking Lot
3749,29829,583,Kitchen,room,Kitchen - C,C,FLEMINGDON COMMUNITY CENTRE - Kitchen
3750,31263,583,Playroom,room,Room,None,FLEMINGDON COMMUNITY CENTRE - Playground Paradise
3751,48256,583,Multipurpose Room,room,Room - C,C,FLEMINGDON COMMUNITY CENTRE AND PLAYGROUND PARADISE - Multipurpose Room (  1)
3752,48257,583,Multipurpose Room,room,Room - C,C,FLEMINGDON COMMUNITY CENTRE AND PLAYGROUND PARADISE - Multipurpose Room (  2)
3753,48258,583,Multipurpose Room,room,Room - C,C,FLEMINGDON COMMUNITY CENTRE AND PLAYGROUND PARADISE - Multipurpose Room (  3)
3754,48259,583,Multipurpose Room,room,Room - C,C,FLEMINGDON COMMUNITY CENTRE AND PLAYGROUND PARADISE - Multipurpose Room (  4)
3755,48260,583,Multipurpose Room,room,Room - C,C,FLEMINGDON COMMUNITY CENTRE AND PLAYGROUND PARADISE - Multipurpose Room (  5)
3756,29936,584,Kitchen,room,Kitchen - B,B,WEST ROUGE COMMUNITY CENTRE - Kitchen (  1)
3757,29937,584,Kitchen,room,Kitchen - B,B,WEST ROUGE COMMUNITY CENTRE - Kitchen (  2)
3758,48516,584,Gallery,room,Gallery/Hall  - B,B,WEST ROUGE COMMUNITY CENTRE - Gallery/Hall (  1)
3759,48517,584,Gallery,room,Gallery/Hall  - Premier,P,WEST ROUGE COMMUNITY CENTRE - Gallery/Hall (  2)
3760,48518,584,Preschool,room,Preschool - C,C,WEST ROUGE COMMUNITY CENTRE - Preschool
3761,3243,585,Ball Hockey Pad,None,Ball Hockey Pad,None,FLEMINGDON PARK - Ball Hockey
3762,3244,585,Outdoor Basketball Court,None,Basketball Court,None,FLEMINGDON PARK - Basketball Court (  1)
3763,4462,585,Splash Pad,None,Splash/Spray Pad,None,FLEMINGDON PARK - Splash/Spray Pad (  1)
3764,28383,585,Outdoor Basketball Court,None,Basketball Court,None,FLEMINGDON PARK - Basketball Court (  2)
3765,32305,585,Parking Lot,None,Outdoor Parking Lot,None,FLEMINGDON PARK - Parking Lot (  2)
3766,32306,585,Parking Lot,None,Outdoor Parking Lot,None,FLEMINGDON PARK - Parking Lot (  1)
3767,32546,585,Parking Lot,None,Outdoor Parking Lot,None,DENNIS R. TIMBRELL RESOURCE CENTRE - Parking Lot
3768,34070,585,Playground,None,Playground Site,None,FLEMINGDON PARK - Playground N
3769,36647,585,Ball Diamond,sport,Baseball Diamond Field - C,C,FLEMINGDON PARK - Baseball Diamond Field (  1)
3770,36648,585,Ball Diamond,sport,Baseball Diamond Field - C,C,FLEMINGDON PARK - Baseball Diamond Field (  2)
3771,36649,585,Outdoor Basketball Court,None,Basketball Court,None,FLEMINGDON PARK - Basketball Court (  3)
3772,36650,585,Outdoor Basketball Court,None,Basketball Court,None,FLEMINGDON PARK - Basketball Court (  4)
3773,36654,585,Cricket Pitch Field,sport,Cricket Pitch Field - C,C,FLEMINGDON PARK - Cricket Pitch Field
3774,36655,585,Multipurpose Field,None,Multipurpose Field - C,C,FLEMINGDON PARK - Multipurpose Field
3775,36655,585,Outdoor track,None,Outdoor Track - C,C,FLEMINGDON PARK - Multipurpose Field
3776,36665,585,Sport Field,sport,Soccer Field - C,C,FLEMINGDON PARK - Soccer Field (  1)
3777,36666,585,Sport Field,sport,Soccer Field - C,C,FLEMINGDON PARK - Soccer Field (  2)
3778,36667,585,Sport Field,sport,Soccer Field - C,C,FLEMINGDON PARK - Soccer Field (  3)
3779,42705,585,Playground,None,Playground Site,None,FLEMINGDON PARK - Playground NE
3780,42706,585,Playground,None,Playground Site,None,FLEMINGDON PARK - Playground W
3781,43228,585,Playground,None,Playground Site,None,FLEMINGDON PARK - Playground SE
3782,43663,585,Sportspad Area,None,Sportspad Area,None,FLEMINGDON PARK - Sportspad Area
3783,45562,585,Sport Field,sport,Soccer Field - C,C,FLEMINGDON PARK - Soccer Field (  4)
3784,45563,585,Sport Field,sport,Soccer Field - C,C,FLEMINGDON PARK - Soccer Field (  5)
3785,45564,585,Sport Field,sport,Soccer Field - C,C,FLEMINGDON PARK - Soccer Field (  6)
3786,45565,585,Sport Field,sport,Soccer Field - C,C,FLEMINGDON PARK - Soccer Field (  7)
3787,45566,585,Sport Field,sport,Soccer Field - C,C,FLEMINGDON PARK - Soccer Field (  8)
3788,47142,585,Outdoor track,None,Outdoor Track,None,FLEMINGDON PARK - Outdoor Track
3789,77317,585,Drinking Fountain,None,Drinking Fountain Count,None,FLEMINGDON PARK - Drinking Water Source
3790,93903,585,Splash Pad,None,Splash/Spray Pad,None,FLEMINGDON PARK - Splash/Spray Pad (  2)
3791,3700,586,Outdoor Tennis Court,None,Outdoor Tennis Court,None,WISHING WELL PARK - Outdoor Tennis Court (  1)
3792,3701,586,Outdoor Tennis Court,None,Outdoor Tennis Court,None,WISHING WELL PARK - Outdoor Tennis Court (  2)
3793,3702,586,Outdoor Tennis Court,None,Outdoor Tennis Court,None,WISHING WELL PARK - Outdoor Tennis Court (  3)
3794,18232,586,Ball Diamond,sport,Baseball Diamond Field - C,C,WISHING WELL PARK - Baseball Diamond Field (  1)
3795,18233,586,Ball Diamond,sport,Baseball Diamond Field - A,A,WISHING WELL PARK - Baseball Diamond Field (  2)
3796,18234,586,Ball Diamond,sport,Baseball Diamond Field - A,A,WISHING WELL PARK - Baseball Diamond Field (  3)
3797,18235,586,Ball Diamond,sport,Baseball Diamond Field - C,C,WISHING WELL PARK - Baseball Diamond Field (  4)
3798,29746,586,Fieldhouse,None,Fieldhouse,None,WISHING WELL PARK - Fieldhouse
3799,29746,586,Washroom Facility,None,Washroom Building,None,WISHING WELL PARK - Fieldhouse
3800,32507,586,Parking Lot,None,Outdoor Parking Lot,None,WISHING WELL PARK - Parking Lot
3801,34152,586,Playground,None,Playground Site,None,WISHING WELL PARK - Playground
3802,103364,586,Bottle Filling Station,None,Water Bottle Filling Count,None,WISHING WELL PARK - Drinking Water Source
3803,17729,587,Ball Diamond,sport,Baseball Diamond Field - C,C,DEAN PARK - Baseball Diamond Field
3804,17730,587,Sport Field,sport,Soccer Field - C,C,DEAN PARK - Soccer Field
3805,33990,587,Playground,None,Playground Site,None,DEAN PARK - Playground
3806,3242,588,Outdoor Basketball Court,None,Basketball Court,None,FLEMINGTON PARK - Basketball Court
3807,4457,588,Splash Pad,None,Splash/Spray Pad,None,FLEMINGTON PARK - Splash/Spray Pad (  1)
3808,5388,588,Splash Pad,None,Splash/Spray Pad,None,FLEMINGTON PARK - Splash/Spray Pad (  2)
3809,17766,588,Ball Diamond,sport,Baseball Diamond Field - C,C,FLEMINGTON PARK - Baseball Diamond Field
3810,34071,588,Playground,None,Playground Site,None,FLEMINGTON PARK - Playground E
3811,42707,588,Playground,None,Playground Site,None,FLEMINGTON PARK - Playground W
3812,18028,589,Ball Diamond,sport,Baseball Diamond Field - B,B,DENSGROVE PARK - Baseball Diamond Field (  1)
3813,33998,589,Playground,None,Playground Site,None,DENSGROVE PARK - Playground
3814,3742,590,Outdoor Tennis Court,None,Outdoor Tennis Court,None,SEVEN OAKS PARK - Outdoor Tennis Court (  1)
3815,3743,590,Outdoor Tennis Court,None,Outdoor Tennis Court,None,SEVEN OAKS PARK - Outdoor Tennis Court (  2)
3816,3744,590,Outdoor Tennis Court,None,Outdoor Tennis Court,None,SEVEN OAKS PARK - Outdoor Tennis Court (  3)
3817,18094,590,Ball Diamond,sport,Baseball Diamond Field - C,C,SEVEN OAKS PARK - Baseball Diamond Field (  1)
3818,18095,590,Ball Diamond,sport,Baseball Diamond Field - C,C,SEVEN OAKS PARK - Baseball Diamond Field (  2)
3819,29634,590,Fieldhouse,None,Fieldhouse,None,SEVEN OAKS PARK - Fieldhouse
3820,29634,590,Washroom Facility,None,Washroom Building,None,SEVEN OAKS PARK - Fieldhouse
3821,32450,590,Parking Lot,None,Outdoor Parking Lot,None,SEVEN OAKS PARK - Parking Lot (  2)
3822,32451,590,Parking Lot,None,Outdoor Parking Lot,None,SEVEN OAKS PARK - Parking Lot (  1)
3823,33924,590,Playground,None,Playground Site,None,SEVEN OAKS PARK - Playground
3824,49142,590,Splash Pad,None,Splash/Spray Pad,None,SEVEN OAKS PARK - Splash/Spray Pad
3825,79117,590,Picnic Shelter,picnic,Shelter,None,SEVEN OAKS PARK - Shade Structure
3826,102044,590,Bottle Filling Station,None,Water Bottle Filling Count,None,SEVEN OAKS PARK - Drinking Water Source
3827,29783,591,Kitchen,room,Kitchen - B,B,BURROWS HALL COMMUNITY CENTRE - Kitchen
3828,47940,591,Multipurpose Room,room,Room - A,A,BURROWS HALL COMMUNITY CENTRE - Multipurpose Room (  1)
3829,47941,591,Multipurpose Room,room,Room - B,B,BURROWS HALL COMMUNITY CENTRE - Multipurpose Room (  2)
3830,48152,591,Multipurpose Room,room,Room - C,C,BURROWS HALL COMMUNITY CENTRE - Multipurpose Room (  3)
3831,17695,592,Ball Diamond,sport,Baseball Diamond Field - A,A,BURROWS HALL PARK - Baseball Diamond Field
3832,34372,592,Playground,None,Playground Site,None,BURROWS HALL PARK - Playground
3833,3239,593,Outdoor Tennis Court,None,Outdoor Tennis Court,None,FOUNTAINHEAD PARK - Outdoor Tennis Court (  1)
3834,3240,593,Outdoor Tennis Court,None,Outdoor Tennis Court,None,FOUNTAINHEAD PARK - Outdoor Tennis Court (  2)
3835,3241,593,Outdoor Tennis Court,None,Outdoor Tennis Court,None,FOUNTAINHEAD PARK - Outdoor Tennis Court (  3)
3836,32307,593,Parking Lot,None,Outdoor Parking Lot,None,FOUNTAINHEAD PARK - Parking Lot
3837,34075,593,Playground,None,Playground Site,None,FOUNTAINHEAD PARK - Playground
3838,49722,593,Outdoor Table Tennis,None,Outdoor Table Tennis,None,FOUNTAINHEAD PARK - Outdoor Table Tennis
3839,76603,593,Gazebo,None,Gazebo,None,FOUNTAINHEAD PARK - Shade Structure
3840,80105,593,Bottle Filling Station,None,Water Bottle Filling Count,None,FOUNTAINHEAD PARK - Drinking Water Source
3841,3295,594,Outdoor Tennis Court,None,Outdoor Tennis Court,None,ELIZABETH SIMCOE PARK - Outdoor Tennis Court (  1)
3842,3296,594,Outdoor Tennis Court,None,Outdoor Tennis Court,None,ELIZABETH SIMCOE PARK - Outdoor Tennis Court (  2)
3843,3297,594,Outdoor Tennis Court,None,Outdoor Tennis Court,None,ELIZABETH SIMCOE PARK - Outdoor Tennis Court (  3)
3844,3298,594,Outdoor Tennis Court,None,Outdoor Tennis Court,None,ELIZABETH SIMCOE PARK - Outdoor Tennis Court (  4)
3845,17753,594,Multipurpose Field,None,Multipurpose Field - C,C,ELIZABETH SIMCOE PARK - Multipurpose Field (  1)
3846,22465,594,Bike Trail,None,Bike Trail,None,ELIZABETH SIMCOE PARK TRAIL (  1)
3847,22466,594,Bike Trail,None,Bike Trail,None,ELIZABETH SIMCOE PARK TRAIL (  2)
3848,22467,594,Bike Trail,None,Bike Trail,None,ELIZABETH SIMCOE PARK TRAIL (  3)
3849,22468,594,Bike Trail,None,Bike Trail,None,ELIZABETH SIMCOE PARK TRAIL (  4)
3850,34043,594,Playground,None,Playground Site,None,ELIZABETH SIMCOE PARK - Playground
3851,43743,594,Multipurpose Field,None,Multipurpose Field - C,C,ELIZABETH SIMCOE PARK - Multipurpose Field (  2)
3852,49782,594,Splash Pad,None,Splash/Spray Pad,None,ELIZABETH SIMCOE PARK - Splash/Spray Pad
3853,102034,594,Bottle Filling Station,None,Water Bottle Filling Count,None,ELIZABETH SIMCOE PARK - Drinking Water Source
3854,17698,595,Ball Diamond,sport,Baseball Diamond Field - C,C,CANMORE PARK - Baseball Diamond Field
3855,17699,595,Sport Field,sport,Soccer Field - B,B,CANMORE PARK - Soccer Field
3856,102216,595,Drinking Fountain,None,Drinking Fountain Count,None,CANMORE PARK - Drinking Water Source
3857,5118,598,Splash Pad,None,Splash/Spray Pad,None,"SHAWN ""BLU"" ROSE PARK - Splash/Spray Pad"
3858,17925,598,Ball Diamond,sport,Baseball Diamond Field - C,C,"SHAWN ""BLU"" ROSE PARK - Baseball Diamond Field"
3859,33925,598,Playground,None,Playground Site,None,"SHAWN ""BLU"" ROSE PARK - Playground"
3860,29784,600,Kitchen,room,Kitchen - C,C,CEDARBROOK COMMUNITY CENTRE - Kitchen
3861,47945,600,Craft Room,room,Room-Craft - C,C,CEDARBROOK COMMUNITY CENTRE - Craft Room
3862,48158,600,Multipurpose Room,room,Room - C,C,CEDARBROOK COMMUNITY CENTRE - Multipurpose Room (  1)
3863,48159,600,Multipurpose Room,room,Room - C,C,CEDARBROOK COMMUNITY CENTRE - Multipurpose Room (  2)
3864,48160,600,Multipurpose Room,room,Room - C,C,CEDARBROOK COMMUNITY CENTRE - Multipurpose Room (  3)
3865,48161,600,Multipurpose Room,room,Room - A,A,CEDARBROOK COMMUNITY CENTRE - Multipurpose Room (  4)
3866,17740,601,Ball Diamond,sport,Baseball Diamond Field - C,C,DONWOOD PARK - Baseball Diamond Field
3867,34006,601,Playground,None,Playground Site,None,DONWOOD PARK - Playground
3868,17741,602,Ball Diamond,sport,Baseball Diamond Field - C,C,DORSET PARK - Baseball Diamond Field
3869,34007,602,Playground,None,Playground Site,None,DORSET PARK - Playground
3870,4560,605,Splash Pad,None,Splash/Spray Pad,None,DUNLOP PARK - Splash/Spray Pad
3871,29383,605,Washroom Facility,None,Washroom Building,None,DUNLOP PARK - Washroom Building
3872,34020,605,Playground,None,Playground Site,None,DUNLOP PARK - Playground
3873,3507,606,Outdoor Basketball Court,None,Basketball Court,None,BERT ROBINSON PARK - Basketball Court
3874,17681,606,Sport Field,sport,Soccer Field - C,C,BERT ROBINSON PARK - Soccer Field
3875,34341,606,Playground,None,Playground Site,None,BERT ROBINSON PARK - Playground
3876,74582,606,Drinking Fountain,None,Drinking Fountain Count,None,BERT ROBINSON PARK - Drinking Water Source
3877,74583,606,Splash Pad,None,Splash/Spray Pad,None,BERT ROBINSON PARK - Splash/Spray Pad
3878,24235,607,Bike Trail,None,Bike Trail,None,WEST HIGHLAND CREEK TRAIL ( 33)
3879,24236,607,Bike Trail,None,Bike Trail,None,WEST HIGHLAND CREEK TRAIL ( 34)
3880,24237,607,Bike Trail,None,Bike Trail,None,WEST HIGHLAND CREEK TRAIL ( 35)
3881,24238,607,Bike Trail,None,Bike Trail,None,WEST HIGHLAND CREEK TRAIL ( 36)
3882,24239,607,Bike Trail,None,Bike Trail,None,WEST HIGHLAND CREEK TRAIL ( 37)
3883,24240,607,Bike Trail,None,Bike Trail,None,WEST HIGHLAND CREEK TRAIL ( 38)
3884,24241,607,Bike Trail,None,Bike Trail,None,WEST HIGHLAND CREEK TRAIL ( 39)
3885,24243,607,Bike Trail,None,Bike Trail,None,WEST HIGHLAND CREEK TRAIL ( 40)
3886,24244,607,Bike Trail,None,Bike Trail,None,WEST HIGHLAND CREEK TRAIL ( 41)
3887,24245,607,Bike Trail,None,Bike Trail,None,WEST HIGHLAND CREEK TRAIL ( 42)
3888,32234,607,Parking Lot,None,Outdoor Parking Lot,None,CEDAR BROOK PARK - Parking Lot
3889,34387,607,Playground,None,Playground Site,None,CEDAR BROOK PARK - Playground
3890,43862,607,Picnic Shelter,picnic,Shelter,None,CEDAR BROOK PARK - Picnic Shelter
3891,132460,607,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,CEDAR BROOK PARK - Outdoor Fitness Equipment (  1)
3892,132461,607,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,CEDAR BROOK PARK - Outdoor Fitness Equipment (  2)
3893,132462,607,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,CEDAR BROOK PARK - Outdoor Fitness Equipment (  3)
3894,132463,607,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,CEDAR BROOK PARK - Outdoor Fitness Equipment (  4)
3895,132464,607,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,CEDAR BROOK PARK - Outdoor Fitness Equipment (  5)
3896,3595,608,Outdoor Basketball Court,None,Basketball Court,None,WOODBOROUGH PARK - Basketball Court
3897,17989,608,Ball Diamond,sport,Baseball Diamond Field - C,C,WOODBOROUGH PARK - Baseball Diamond Field
3898,34159,608,Playground,None,Playground Site,None,WOODBOROUGH PARK - Playground
3899,17750,609,Sport Field,sport,Soccer Field - C,C,EDGE PARK - Soccer Field
3900,34037,609,Playground,None,Playground Site,None,EDGE PARK - Playground
3901,2353,610,Drinking Fountain,None,Drinking Fountain Count,None,WALLACE C. SWANEK PARK - Drinking Water Source
3902,17970,610,Ball Diamond,sport,Baseball Diamond Field - C,C,WALLACE C. SWANEK PARK - Baseball Diamond Field
3903,34311,610,Playground,None,Playground Site,None,WALLACE C. SWANEK PARK - Playground
3904,2381,611,Drinking Fountain,None,Drinking Fountain Count,None,CRUICKSHANK PARK - Drinking Water Source
3905,22871,611,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 10)
3906,22904,611,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 13)
3907,23029,611,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL (  5)
3908,23051,611,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL (  7)
3909,23073,611,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL (  9)
3910,33935,611,Playground,None,Playground Site,None,CRUICKSHANK PARK - Playground
3911,46203,611,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,CRUICKSHANK PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  1)
3912,46204,611,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,CRUICKSHANK PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  2)
3913,46205,611,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,CRUICKSHANK PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  3)
3914,46207,611,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,CRUICKSHANK PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  4)
3915,46208,611,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,CRUICKSHANK PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  5)
3916,46209,611,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,CRUICKSHANK PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  6)
3917,46222,611,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,CRUICKSHANK PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  7)
3918,49644,611,Picnic Site,picnic,Picnic Site,None,CRUICKSHANK PARK - Picnic Site
3919,132501,611,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,CRUICKSHANK PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  8)
3920,17751,612,Sport Field,sport,Soccer Field - C,C,EDGEWOOD PARK - Soccer Field
3921,34039,612,Playground,None,Playground Site,None,EDGEWOOD PARK - Playground
3922,132469,612,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,EDGEWOOD PARK - Outdoor Fitness Equipment (  1)
3923,132494,612,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,EDGEWOOD PARK - Outdoor Fitness Equipment (  2)
3924,132522,612,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,EDGEWOOD PARK - Outdoor Fitness Equipment (  3)
3925,132523,612,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,EDGEWOOD PARK - Outdoor Fitness Equipment (  4)
3926,132524,612,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,EDGEWOOD PARK - Outdoor Fitness Equipment (  5)
3927,132525,612,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,EDGEWOOD PARK - Outdoor Fitness Equipment (  6)
